[03:12:24] [main/INFO]: ModLauncher running: args [--username, hugoo_669, --version, forge-47.3.0, --gameDir, C:\Users\Omar\curseforge\minecraft\Instances\survie moddée, --assetsDir, C:\Users\Omar\curseforge\minecraft\Install\assets, --assetIndex, 5, --uuid, f54c362d5b61496e9cf8d9952f70db84, --accessToken, ????????, --clientId, ZTM4ZDk1M2UtN2VhNC00OGE0LWFiMmQtY2ExNjRjNWU1OTI2, --xuid, 2535468356127766, --userType, msa, --versionType, release, --width, 1920, --height, 1080, --quickPlayPath, C:\Users\Omar\curseforge\minecraft\Install\quickPlay\java\1731204741761.json, --launchTarget, forgeclient, --fml.forgeVersion, 47.3.0, --fml.mcVersion, 1.20.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20230612.114412]
[03:12:24] [main/INFO]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 17.0.8 by Microsoft; OS Windows 10 arch amd64 version 10.0
[03:13:12] [Render thread/INFO]: Generated runtime CLIENT_RESOURCES for pack Moonlight Mods Dynamic Assets (amendments) in: 70 ms
[03:13:12] [Render thread/INFO]: Generated runtime CLIENT_RESOURCES for pack Moonlight Mods Dynamic Assets (moonlight) in: 0 ms
[03:13:12] [Render thread/INFO]: Registered a new model with loader "hammerlib:multi_layer"
[03:13:12] [Render thread/INFO]: Registered a new model with loader "hammerlib:grouped"
[03:13:12] [Worker-ResourceReload-4/WARN]: Failed to find block entries for tag key: minecraft:cauldrons
[03:13:12] [Worker-ResourceReload-7/INFO]: Found unifont_all_no_pua-15.0.06.hex, loading
[03:13:12] [modloading-worker-0/WARN]: Configuration file C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\config\minecolonies-client.toml is not correct. Correcting
[03:13:13] [modloading-worker-0/INFO]: Loaded Create Ore Excavation config file createoreexcavation-common.toml
[03:13:13] [Worker-ResourceReload-9/INFO]: Loaded 4 essence vessel colors in 105 ms
[03:13:13] [modloading-worker-0/WARN]: WARNING: block Block{minecraft:gold_ore} added to BlockStateRandomizer exceeds max probabiltiy of 1!
[03:13:14] [modloading-worker-0/WARN]: Configuration file C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\config\minecolonies-common.toml is not correct. Correcting
[03:13:14] [Worker-ResourceReload-4/INFO]: Setup HammerLib networking!
[03:13:14] [Worker-ResourceReload-11/WARN]: Unused frames in sprite enderio:block/primitive_alloy_smelter_front_active: [4, 5]
[03:13:14] [Worker-ResourceReload-14/INFO]: ConstructionWand says hello - may the odds be ever in your favor.
[03:13:14] [Render thread/INFO]: Reloading 0 variable shader programs.
[03:13:14] [Worker-ResourceReload-14/INFO]: Botania integration added
[03:13:14] [Worker-ResourceReload-14/INFO]: RingOfRepair common setup
[03:13:14] [Forge Version Check/INFO]: [hammerlib] Starting version check at https://api.modrinth.com/updates/PlkSuVtM/forge_updates.json
[03:13:14] [Worker-ResourceReload-14/INFO]: Create Ore Excavation starting
[03:13:14] [Worker-ResourceReload-11/WARN]: Unused frames in sprite enderio:block/alloy_smelter_front_active: [4, 5]
[03:13:14] [Worker-ResourceReload-14/INFO]: Initilaized Network Handler
[03:13:14] [Worker-ResourceReload-14/INFO]: chunksending mod initialized
[03:13:14] [Worker-ResourceReload-2/INFO]: gpumemleakfix mod initialized
[03:13:14] [Worker-ResourceReload-2/INFO]: structureessentials mod initialized
[03:13:14] [Forge Version Check/INFO]: [hammerlib] Found status: AHEAD Current: 20.1.33 Target: null
[03:13:14] [Forge Version Check/INFO]: [darkutils] Starting version check at https://updates.blamejared.com/get?n=darkutils&gv=1.20.1
[03:13:15] [Worker-ResourceReload-12/INFO]: Common setup complete.
[03:13:15] [Forge Version Check/INFO]: [darkutils] Found status: BETA Current: 17.0.5 Target: 17.0.5
[03:13:15] [Forge Version Check/INFO]: [supplementaries] Starting version check at https://raw.githubusercontent.com/MehVahdJukaar/Supplementaries/1.20/forge/update.json
[03:13:15] [Worker-ResourceReload-12/INFO]: Loaded config for: leaky.json
[03:13:15] [Worker-ResourceReload-12/INFO]: leaky mod initialized
[03:13:15] [Forge Version Check/INFO]: [supplementaries] Found status: BETA Current: 1.20-2.8.17 Target: null
[03:13:15] [Forge Version Check/INFO]: [corpse] Starting version check at https://update.maxhenkel.de/forge/corpse
[03:13:15] [Worker-ResourceReload-0/INFO]: Registering C2S receiver with id jecalculation:main/0d261af9b5cf3540a38e2e7075f02a00
[03:13:15] [Worker-ResourceReload-0/INFO]: Registering S2C receiver with id jecalculation:main/0d261af9b5cf3540a38e2e7075f02a00
[03:13:15] [Worker-ResourceReload-0/INFO]: Registering C2S receiver with id jecalculation:main/1a77c616fa8a3426b6c846171d78680e
[03:13:15] [Worker-ResourceReload-0/INFO]: Registering S2C receiver with id jecalculation:main/1a77c616fa8a3426b6c846171d78680e
[03:13:15] [Worker-ResourceReload-12/INFO]: Version 10.4.9 initializing...
[03:13:15] [Worker-ResourceReload-0/INFO]: Registering C2S receiver with id jecalculation:main/2dce92eae6323bbfaf2702b242f4033f
[03:13:15] [Worker-ResourceReload-0/INFO]: Registering S2C receiver with id jecalculation:main/2dce92eae6323bbfaf2702b242f4033f
[03:13:15] [Worker-ResourceReload-13/INFO]: Loaded 'Mekanism: Generators' module.
[03:13:15] [Worker-ResourceReload-4/INFO]: Limited chunkloading initialized
[03:13:15] [Forge Version Check/INFO]: [corpse] Found status: OUTDATED Current: 1.20.1-1.0.15 Target: 1.20.1-1.0.17
[03:13:15] [Forge Version Check/INFO]: [improvableskills] Starting version check at https://api.modrinth.com/updates/9fT7HUaI/forge_updates.json
[03:13:15] [Worker-ResourceReload-0/INFO]: Common Setup
[03:13:15] [Worker-ResourceReload-8/INFO]: Found @Ljourneymap/client/api/ClientPlugin;: com.tom.createores.jm.JMPlugin
[03:13:15] [Worker-ResourceReload-8/INFO]: Found @Ljourneymap/client/api/ClientPlugin;: com.railwayteam.railways.compat.journeymap.RailwayMapPlugin
[03:13:15] [Worker-ResourceReload-8/INFO]: Found @Ljourneymap/client/api/ClientPlugin;: net.blay09.mods.waystones.compat.JourneyMapIntegration
[03:13:15] [Worker-ResourceReload-8/INFO]: Found @Ljourneymap/client/api/ClientPlugin;: com.minecolonies.core.compatibility.journeymap.JourneymapPlugin
[03:13:15] [Worker-ResourceReload-11/WARN]: Unused frames in sprite draconicadditions:block/animated/chaos_liquifier_front_active: [8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115, 116, 117, 118, 119, 120, 121, 122, 123, 124, 125, 126, 127, 128, 129, 130, 131, 132, 133, 134, 135, 136, 137, 138, 139, 140, 141, 142, 143, 144, 145, 146, 147, 148, 149, 150, 151, 152, 153, 154, 155, 156, 157, 158, 159, 160, 161, 162, 163, 164, 165, 166, 167, 168, 169, 170, 171, 172, 173, 174, 175, 176, 177, 178, 179, 180, 181, 182, 183, 184, 185, 186, 187, 188, 189, 190, 191, 192, 193, 194, 195, 196, 197, 198, 199, 200, 201, 202, 203, 204, 205, 206, 207, 208, 209, 210, 211, 212, 213, 214, 215, 216, 217, 218, 219, 220, 221, 222, 223, 224, 225, 226, 227, 228, 229, 230, 231, 232, 233, 234, 235, 236, 237, 238, 239, 240, 241, 242, 243, 244, 245, 246, 247, 248, 249, 250, 251, 252, 253, 254, 255]
[03:13:15] [Forge Version Check/INFO]: [improvableskills] Found status: UP_TO_DATE Current: 20.1.11 Target: null
[03:13:15] [Forge Version Check/INFO]: [searchables] Starting version check at https://updates.blamejared.com/get?n=searchables&gv=1.20.1
[03:13:15] [Worker-ResourceReload-9/INFO]: Loaded 136 crops
[03:13:15] [Worker-ResourceReload-9/INFO]: Loaded 6 crop tiers
[03:13:15] [Worker-ResourceReload-9/INFO]: Loaded 2 crop types
[03:13:15] [Worker-ResourceReload-9/INFO]: Loaded 55 augments
[03:13:15] [Worker-ResourceReload-9/INFO]: Loaded 20 mob soul types
[03:13:15] [Worker-ResourceReload-1/INFO]: betterchunkloading mod initialized
[03:13:15] [Forge Version Check/INFO]: [searchables] Found status: BETA Current: 1.0.3 Target: 1.0.3
[03:13:15] [Forge Version Check/INFO]: [cumulus_menus] Starting version check at https://github.com/The-Aether-Team/Cumulus/raw/1.20.1-develop/update.json
[03:13:15] [Worker-ResourceReload-4/WARN]: Configuration file C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\config\storagenetwork.toml is not correct. Correcting
[03:13:15] [Worker-ResourceReload-4/WARN]: Incorrect key storagenetwork.facades.itemsNotAllowed was corrected from [minecraft:ladder, minecraft:double_plant, minecraft:waterlily, minecraft:torch, minecraft:*_torch, minecraft:redstone, minecraft:iron_bars, minecraft:chest, minecraft:ender_chest, minecraft:sculk_vein, minecraft:string, minecraft:vine, minecraft:rail, minecraft:*_rail, minecraft:brewing_stand, minecraft:*_dripleaf, minecraft:*_pane, minecraft:*_sapling, minecraft:*_sign, minecraft:*_door, minecraft:*_banner, minecraft:*_shulker_box, cyclic:*_pipe, cyclic:*_bars, storagenetwork:*] to its default, [minecraft:ladder, minecraft:double_plant, minecraft:waterlily, minecraft:torch, minecraft:*_torch, minecraft:redstone, minecraft:iron_bars, minecraft:chest, minecraft:ender_chest, minecraft:sculk_vein, minecraft:string, minecraft:vine, minecraft:rail, minecraft:*_rail, minecraft:brewing_stand, minecraft:*_dripleaf, minecraft:*_pane, minecraft:*_sapling, minecraft:*_sign, minecraft:*_door, minecraft:*_banner, minecraft:*_shulker_box, cyclic:*_pipe, cyclic:*_bars, storagenetwork:*]. 
[03:13:15] [Worker-ResourceReload-6/INFO]: New compacting rule 4 clay_ball = 1 clay
[03:13:15] [Worker-ResourceReload-6/INFO]: New compacting rule 4 snowball = 1 snow_block
[03:13:15] [Worker-ResourceReload-6/INFO]: New compacting rule 4 glowstone_dust = 1 glowstone
[03:13:15] [Worker-ResourceReload-6/INFO]: New compacting rule 4 brick = 1 bricks
[03:13:15] [Worker-ResourceReload-6/INFO]: New compacting rule 4 nether_brick = 1 nether_bricks
[03:13:15] [Worker-ResourceReload-6/INFO]: New compacting rule 9 nether_wart = 1 nether_wart_block
[03:13:15] [Worker-ResourceReload-6/INFO]: New compacting rule 4 quartz = 1 quartz_block
[03:13:15] [Worker-ResourceReload-6/INFO]: New compacting rule 9 melon_slice = 1 melon
[03:13:15] [Worker-ResourceReload-6/INFO]: New compacting rule 4 sand = 1 sandstone
[03:13:15] [Worker-ResourceReload-6/INFO]: New compacting rule 4 red_sand = 1 red_sandstone
[03:13:15] [Worker-ResourceReload-6/INFO]: New compacting rule 4 clay_ball = 1 clay
[03:13:15] [Worker-ResourceReload-7/INFO]: RingOfAttraction common setup
[03:13:15] [Forge Version Check/INFO]: [cumulus_menus] Found status: OUTDATED Current: 0.0NONE Target: 1.20.1-1.0.1-neoforge
[03:13:15] [Forge Version Check/INFO]: [dynamic_fps] Starting version check at https://api.lostluma.net/updates/dynamic-fps?platform=forge
[03:13:15] [Worker-ResourceReload-7/ERROR]: Failed to load model hammerlib:models/block/test.json
com.google.gson.JsonParseException: Model loader 'hammerlib:block/test' not found. Registered loaders: structurize:overlaid, sophisticatedbackpacks:backpack, codechickenlib:class, enderio:conduit, forge:elements, forge:obj, thermal:reconfigurable, thermal:dynamo, rftoolsutility:tankloader, amendments:hanging_pot, supplementaries:rope_knot, supplementaries:book_pile, chiselsandbits:bit, botania:mana_gun, supplementaries:bunting, domum_ornamentum:materially_textured, mekanism:energy_cube, chiselsandbits:interactable_model, amendments:tool_hook, hammerlib:multi_layer, supplementaries:goblet, enderio:modloaded, rechiseled:connecting_model, forge:separate_transforms, codechickenlib:item_composite, enderio:painted_block, thermal:underlay, supplementaries:frame_block, mekanism:robit, amendments:wall_lantern, chiselsandbits:chiseled_block, hammerlib:grouped, supplementaries:blackboard, supplementaries:mimic_block, framedblocks:overlay, thermal_innovation:reservoir, amendments:waterlogged_lily, athena:athena, cofh_core:fluid_container, supplementaries:flower_box, twilightforest:force_field, twilightforest:giant_block, supplementaries:jar, amendments:carpet_overlay, supplementaries:faucet, forge:empty, thermal_dynamics:duct, mekanism:transmitter, amendments:cauldron, twilightforest:castle_door, thermal:fluid_cell, thermal:item_cell, twilightforest:patch, botania:floating_flower, forge:fluid_container, forge:composite, thermal:energy_cell, enderio:io_overlay, modonomicon:book_model_loader, forge:item_layers, lootr:barrel
	at net.minecraftforge.client.model.ExtendedBlockModelDeserializer.deserializeGeometry(ExtendedBlockModelDeserializer.java:97) ~[forge-1.20.1-47.3.0-universal.jar%23559!/:?]
	at net.minecraftforge.client.model.ExtendedBlockModelDeserializer.deserialize(ExtendedBlockModelDeserializer.java:55) ~[forge-1.20.1-47.3.0-universal.jar%23559!/:?]
	at net.minecraftforge.client.model.ExtendedBlockModelDeserializer.deserialize(ExtendedBlockModelDeserializer.java:38) ~[forge-1.20.1-47.3.0-universal.jar%23559!/:?]
	at com.google.gson.internal.bind.TreeTypeAdapter.read(TreeTypeAdapter.java:76) ~[gson-2.10.jar%23107!/:?]
	at net.minecraft.util.GsonHelper.m_13780_(GsonHelper.java:524) ~[client-1.20.1-20230612.114412-srg.jar%23554!/:?]
	at net.minecraft.util.GsonHelper.m_263475_(GsonHelper.java:531) ~[client-1.20.1-20230612.114412-srg.jar%23554!/:?]
	at net.minecraft.util.GsonHelper.m_13776_(GsonHelper.java:581) ~[client-1.20.1-20230612.114412-srg.jar%23554!/:?]
	at net.minecraft.client.renderer.block.model.BlockModel.m_111461_(BlockModel.java:74) ~[client-1.20.1-20230612.114412-srg.jar%23554!/:?]
	at net.minecraft.client.resources.model.ModelManager.m_246478_(ModelManager.java:110) ~[client-1.20.1-20230612.114412-srg.jar%23554!/:?]
	at java.util.concurrent.CompletableFuture$AsyncSupply.run(CompletableFuture.java:1768) ~[?:?]
	at java.util.concurrent.CompletableFuture$AsyncSupply.exec(CompletableFuture.java:1760) ~[?:?]
	at java.util.concurrent.ForkJoinTask.doExec(ForkJoinTask.java:373) ~[?:?]
	at java.util.concurrent.ForkJoinPool$WorkQueue.topLevelExec(ForkJoinPool.java:1182) ~[?:?]
	at java.util.concurrent.ForkJoinPool.scan(ForkJoinPool.java:1655) ~[?:?]
	at java.util.concurrent.ForkJoinPool.runWorker(ForkJoinPool.java:1622) ~[?:?]
	at java.util.concurrent.ForkJoinWorkerThread.run(ForkJoinWorkerThread.java:165) ~[?:?]
[03:13:15] [Worker-ResourceReload-12/INFO]: Fake player readout: UUID = 46e82cd0-d480-3d48-800a-77431ede078e, name = [Mekanism]
[03:13:15] [Worker-ResourceReload-12/INFO]: Mod loaded.
[03:13:15] [Forge Version Check/INFO]: [dynamic_fps] Found status: UP_TO_DATE Current: 3.7.6 Target: null
[03:13:15] [Forge Version Check/INFO]: [codechickenlib] Starting version check at https://version-check.covers1624.net/check/?mod=CodeChickenLib&mc=1.20.1
[03:13:15] [Worker-ResourceReload-3/ERROR]: Failed to load model ancient_elements:models/custom/molten_shield_blocking.json
net.minecraft.ResourceLocationException: Non [a-z0-9/._-] character in path of location: minecraft:molten_shield^_blocking
	at net.minecraft.resources.ResourceLocation.m_245185_(ResourceLocation.java:236) ~[client-1.20.1-20230612.114412-srg.jar%23554!/:?]
	at net.minecraft.resources.ResourceLocation.<init>(ResourceLocation.java:38) ~[client-1.20.1-20230612.114412-srg.jar%23554!/:?]
	at net.minecraft.resources.ResourceLocation.<init>(ResourceLocation.java:42) ~[client-1.20.1-20230612.114412-srg.jar%23554!/:?]
	at net.minecraft.resources.ResourceLocation.<init>(ResourceLocation.java:46) ~[client-1.20.1-20230612.114412-srg.jar%23554!/:?]
	at net.minecraft.client.renderer.block.model.BlockModel$Deserializer.deserialize(BlockModel.java:321) ~[client-1.20.1-20230612.114412-srg.jar%23554!/:?]
	at net.minecraftforge.client.model.ExtendedBlockModelDeserializer.deserialize(ExtendedBlockModelDeserializer.java:53) ~[forge-1.20.1-47.3.0-universal.jar%23559!/:?]
	at net.minecraftforge.client.model.ExtendedBlockModelDeserializer.deserialize(ExtendedBlockModelDeserializer.java:38) ~[forge-1.20.1-47.3.0-universal.jar%23559!/:?]
	at com.google.gson.internal.bind.TreeTypeAdapter.read(TreeTypeAdapter.java:76) ~[gson-2.10.jar%23107!/:?]
	at net.minecraft.util.GsonHelper.m_13780_(GsonHelper.java:524) ~[client-1.20.1-20230612.114412-srg.jar%23554!/:?]
	at net.minecraft.util.GsonHelper.m_263475_(GsonHelper.java:531) ~[client-1.20.1-20230612.114412-srg.jar%23554!/:?]
	at net.minecraft.util.GsonHelper.m_13776_(GsonHelper.java:581) ~[client-1.20.1-20230612.114412-srg.jar%23554!/:?]
	at net.minecraft.client.renderer.block.model.BlockModel.m_111461_(BlockModel.java:74) ~[client-1.20.1-20230612.114412-srg.jar%23554!/:?]
	at net.minecraft.client.resources.model.ModelManager.m_246478_(ModelManager.java:110) ~[client-1.20.1-20230612.114412-srg.jar%23554!/:?]
	at java.util.concurrent.CompletableFuture$AsyncSupply.run(CompletableFuture.java:1768) ~[?:?]
	at java.util.concurrent.CompletableFuture$AsyncSupply.exec(CompletableFuture.java:1760) ~[?:?]
	at java.util.concurrent.ForkJoinTask.doExec(ForkJoinTask.java:373) ~[?:?]
	at java.util.concurrent.ForkJoinPool$WorkQueue.topLevelExec(ForkJoinPool.java:1182) ~[?:?]
	at java.util.concurrent.ForkJoinPool.scan(ForkJoinPool.java:1655) ~[?:?]
	at java.util.concurrent.ForkJoinPool.runWorker(ForkJoinPool.java:1622) ~[?:?]
	at java.util.concurrent.ForkJoinWorkerThread.run(ForkJoinWorkerThread.java:165) ~[?:?]
[03:13:15] [Worker-ResourceReload-6/WARN]: Invalid frame index on sprite ancient_elements:item/abyssal_ingot frame 1: 1
[03:13:15] [Worker-ResourceReload-6/WARN]: Invalid frame index on sprite ancient_elements:item/abyssal_ingot frame 2: 2
[03:13:15] [Worker-ResourceReload-6/WARN]: Invalid frame index on sprite ancient_elements:item/abyssal_ingot frame 3: 3
[03:13:15] [Worker-ResourceReload-6/WARN]: Invalid frame index on sprite ancient_elements:item/abyssal_ingot frame 4: 4
[03:13:15] [Worker-ResourceReload-6/WARN]: Invalid frame index on sprite ancient_elements:item/abyssal_ingot frame 5: 5
[03:13:15] [Worker-ResourceReload-6/WARN]: Invalid frame index on sprite ancient_elements:item/abyssal_ingot frame 6: 6
[03:13:15] [Worker-ResourceReload-6/WARN]: Invalid frame index on sprite ancient_elements:item/abyssal_ingot frame 7: 7
[03:13:15] [Worker-ResourceReload-6/WARN]: Invalid frame index on sprite ancient_elements:item/abyssal_ingot frame 8: 8
[03:13:15] [Worker-ResourceReload-6/WARN]: Invalid frame index on sprite ancient_elements:item/abyssal_ingot frame 9: 9
[03:13:15] [Worker-ResourceReload-6/WARN]: Invalid frame index on sprite ancient_elements:item/abyssal_ingot frame 10: 10
[03:13:15] [Worker-ResourceReload-6/WARN]: Invalid frame index on sprite ancient_elements:item/abyssal_ingot frame 11: 11
[03:13:15] [Worker-ResourceReload-5/WARN]: Texture enderio:block/item_conduit_in_out_in with size 24x24 limits mip level from 4 to 3
[03:13:15] [Worker-ResourceReload-5/WARN]: Texture draconicadditions:block/animated/chaos_liquifier_front_active with size 1x8 limits mip level from 3 to 0
[03:13:16] [Forge Version Check/INFO]: [codechickenlib] Found status: UP_TO_DATE Current: 4.4.0.516 Target: null
[03:13:16] [Forge Version Check/INFO]: [enchantinginfuser] Starting version check at https://raw.githubusercontent.com/Fuzss/modresources/main/update/enchantinginfuser.json
[03:13:16] [Forge Version Check/INFO]: [enchantinginfuser] Found status: UP_TO_DATE Current: 8.0.3 Target: null
[03:13:16] [Forge Version Check/INFO]: [attributefix] Starting version check at https://updates.blamejared.com/get?n=attributefix&gv=1.20.1
[03:13:16] [Forge Version Check/INFO]: [attributefix] Found status: BETA Current: 21.0.4 Target: 21.0.4
[03:13:16] [Forge Version Check/INFO]: [travelersbackpack] Starting version check at https://gist.githubusercontent.com/Tiviacz1337/906937677aa472285dff9d6c2a189d5e/raw
[03:13:16] [Worker-ResourceReload-3/WARN]: Unable to load model: 'minecraft:cerulean_clust' referenced from: ancient_elements:cerulean_clust#facing=north,waterlogged=true: java.io.FileNotFoundException: minecraft:models/cerulean_clust.json
[03:13:16] [Worker-ResourceReload-3/WARN]: Unable to load model: 'minecraft:scarlet_clust' referenced from: ancient_elements:scarlet_clust#facing=north,waterlogged=true: java.io.FileNotFoundException: minecraft:models/scarlet_clust.json
[03:13:16] [Worker-ResourceReload-3/WARN]: Unable to load model: 'minecraft:topaz_clust' referenced from: ancient_elements:topaz_clust#facing=north,waterlogged=true: java.io.FileNotFoundException: minecraft:models/topaz_clust.json
[03:13:16] [Worker-ResourceReload-3/WARN]: Unable to load model: 'minecraft:verdant_viridium_clust' referenced from: ancient_elements:verdant_viridium_clust#facing=north,waterlogged=true: java.io.FileNotFoundException: minecraft:models/verdant_viridium_clust.json
[03:13:16] [Worker-ResourceReload-3/WARN]: Unable to load model: 'minecraft:nocturnal_clust' referenced from: ancient_elements:nocturnal_clust#facing=north,waterlogged=true: java.io.FileNotFoundException: minecraft:models/nocturnal_clust.json
[03:13:16] [Worker-ResourceReload-3/WARN]: Unable to load model: 'minecraft:selenite_clust' referenced from: ancient_elements:selenite_clust#facing=north,waterlogged=true: java.io.FileNotFoundException: minecraft:models/selenite_clust.json
[03:13:16] [Forge Version Check/INFO]: [travelersbackpack] Found status: UP_TO_DATE Current: 9.1.16 Target: null
[03:13:16] [Forge Version Check/INFO]: [puzzlesaccessapi] Starting version check at https://raw.githubusercontent.com/Fuzss/modresources/main/update/puzzlesaccessapi.json
[03:13:16] [Forge Version Check/INFO]: [puzzlesaccessapi] Found status: BETA Current: 8.0.7 Target: null
[03:13:16] [Forge Version Check/INFO]: [forge] Starting version check at https://files.minecraftforge.net/net/minecraftforge/forge/promotions_slim.json
[03:13:16] [Forge Version Check/INFO]: [forge] Found status: UP_TO_DATE Current: 47.3.0 Target: null
[03:13:16] [Forge Version Check/INFO]: [right_click_get_crops] Starting version check at https://raw.github.com/cofh/version/main/right_click_get_crops/update.json
[03:13:16] [Render thread/INFO]: Finished mod setup in: [55, 4, 0, 3, 0, 1, 28, 30, 0] ms
[03:13:16] [Render thread/INFO]: Registered the FluidEffect with Unique ID of minecraft:water for Water (Fluid Amount Required: 1000) with the ID 0
[03:13:16] [Render thread/INFO]: Registered the FluidEffect with Unique ID of minecraft:lava for Lava (Fluid Amount Required: 1000) with the ID 1
[03:13:16] [Render thread/INFO]: Registered the FluidEffect with Unique ID of travelersbackpack:potion for Uncraftable Potion (Fluid Amount Required: 250) with the ID 2
[03:13:16] [Render thread/INFO]: Registered the FluidEffect with Unique ID of minecraft:milk for Milk (Fluid Amount Required: 1000) with the ID 3
[03:13:17] [Worker-ResourceReload-3/WARN]: Exception loading blockstate definition: 'torchmaster:blockstates/invisible_light.json' missing model for variant: 'torchmaster:invisible_light#'
[03:13:17] [Worker-ResourceReload-3/WARN]: Exception loading blockstate definition: 'torchmaster:blockstates/invisible_light.json' in resourcepack: 'mod_resources': Neither 'variants' nor 'multipart' found
[03:13:17] [Render thread/INFO]: Registered compostable Items
[03:13:17] [Forge Version Check/INFO]: [right_click_get_crops] Found status: UP_TO_DATE Current: 1.6.0 Target: null
[03:13:17] [Forge Version Check/INFO]: [cofh_core] Starting version check at https://raw.github.com/cofh/version/main/cofh_core/update.json
[03:13:17] [Forge Version Check/INFO]: [cofh_core] Found status: AHEAD Current: 11.0.2 Target: null
[03:13:17] [Forge Version Check/INFO]: [thermal] Starting version check at https://raw.github.com/cofh/version/main/thermal/update.json
[03:13:17] [Render thread/INFO]: Registered region minecraft:overworld to index 0 for type OVERWORLD
[03:13:17] [Render thread/INFO]: Registered region minecraft:nether to index 0 for type NETHER
[03:13:17] [Render thread/INFO]: Registered region ars_nouveau:overworld to index 1 for type OVERWORLD
[03:13:17] [Render thread/INFO]: Initializing Packet Registries
[03:13:17] [Forge Version Check/INFO]: [thermal] Found status: AHEAD Current: 11.0.6 Target: null
[03:13:17] [Forge Version Check/INFO]: [thermal_innovation] Starting version check at https://raw.github.com/cofh/version/main/thermal/update_innovation.json
[03:13:17] [Render thread/INFO]: Initialized color sets in 88ms
[03:13:18] [Worker-ResourceReload-10/INFO]: Registering TESR for tile hammerlib:test_machine
[03:13:18] [Worker-ResourceReload-13/INFO]: RingOfRepair client setup
[03:13:18] [Worker-ResourceReload-3/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=east,floor=true,level=1,roof=true'
[03:13:18] [Worker-ResourceReload-3/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=east,floor=true,level=0,roof=true'
[03:13:18] [Worker-ResourceReload-3/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=east,floor=true,level=3,roof=true'
[03:13:18] [Worker-ResourceReload-3/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=north,floor=true,level=10,roof=true'
[03:13:18] [Worker-ResourceReload-3/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=north,floor=true,level=11,roof=true'
[03:13:18] [Worker-ResourceReload-3/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=north,floor=true,level=9,roof=true'
[03:13:18] [Worker-ResourceReload-3/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=east,floor=true,level=2,roof=true'
[03:13:18] [Worker-ResourceReload-3/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=east,floor=true,level=7,roof=true'
[03:13:18] [Worker-ResourceReload-3/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=north,floor=true,level=4,roof=true'
[03:13:18] [Worker-ResourceReload-3/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=east,floor=true,level=8,roof=true'
[03:13:18] [Worker-ResourceReload-3/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=north,floor=true,level=14,roof=true'
[03:13:18] [Worker-ResourceReload-3/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=east,floor=true,level=12,roof=true'
[03:13:18] [Worker-ResourceReload-3/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=east,floor=true,level=13,roof=true'
